predict,target
189.98238000000003,224.68199999999996
185.97751999999943,327.526
237.9012539999993,102.332
172.31899399999995,273.404
172.72699399999982,58.581
159.43735799999988,234.88
215.51616399999978,349.523
181.33706200000023,234.989
113.86372199999931,348.665
244.26688000000064,152.552
237.28804000000002,278.135
162.4522159999997,248.44
236.8509579999999,70.221
288.7662339999998,131.821
197.5305340000003,118.302
207.44602199999983,97.113
208.48771200000002,19.885
154.08467799999968,40.261
114.83314000000023,316.532
135.52618399999955,15.405
215.33103999999966,118.36
125.8192479999997,226.421
154.30685200000028,298.932
159.4656420000005,286.412
123.31973600000005,224.226
162.61998599999967,14.432
202.38562999999968,154.884
156.60245000000023,331.05300000000005
277.3323600000003,129.731
228.67104199999966,300.659
124.86056000000008,73.625
191.30162999999996,300.839
203.60166600000014,333.039
212.8522819999997,273.426
183.11240399999977,141.29
170.3350380000004,207.606
115.79616000000006,41.784
224.11056399999995,139.409
152.1294499999995,11.642000000000001
146.48723599999997,80.694
250.78943800000104,197.65199999999996
129.99038199999976,110.045
189.41330600000026,311.055
218.02739199999994,348.61
212.153436,328.548
179.85218399999974,224.375
168.0504259999999,195.22300000000004
148.37152600000005,222.176
229.99841999999978,94.804
192.09885800000012,243.343
199.68959599999954,151.527
154.22661600000046,183.548
180.14461200000005,348.535
272.2346839999995,169.069
148.1865679999999,188.43400000000003
258.84194399999853,162.821
211.39774399999976,149.753
153.67418399999977,8.813
134.86385599999966,319.254
191.67651999999933,204.68600000000004
133.6698619999994,330.639
181.4162519999999,16.029
214.96496599999998,260.453
234.48818600000016,79.328
183.645758,160.531
169.80396999999996,138.891
255.5435340000001,194.945
140.52164599999992,215.24400000000003
91.14370199999983,225.861
157.3951120000004,136.549
153.36233999999985,165.08900000000003
246.69057399999903,314.677
145.4011939999998,19.562
201.84871800000053,338.50299999999993
128.41774799999982,263.432
191.26037599999995,293.104
169.42393399999935,348.856
244.4636799999998,183.697
122.98246400000009,63.534
226.2083959999995,273.731
165.3841640000002,38.21
134.0137940000002,229.57299999999998
158.249578,101.637
187.55449999999993,74.088
175.85773400000008,270.553
148.84244599999957,154.254
204.24421799999968,274.874
187.00205000000088,177.142
219.57805000000084,80.69
129.92969999999985,263.757
184.06341400000045,90.258
225.37612400000108,111.307
194.70071000000044,328.409
171.8033420000004,325.018
266.84322199999946,141.254
261.7731940000005,308.595
148.81914600000064,255.338
186.62225000000007,86.223
166.00696000000045,201.155
182.2918260000001,261.335
86.78568000000007,233.00599999999997
171.19436200000018,247.93199999999996
221.98056999999963,11.763
163.00107400000033,253.915
174.39345000000037,282.134
144.4953580000005,267.186
164.06860799999967,321.436
130.5544660000004,90.249
89.73686800000013,231.94799999999998
225.4387079999998,228.731
181.67324400000027,186.92700000000002
164.04073199999982,133.233
179.2211959999998,221.018
240.0186379999994,77.177
160.90894399999988,9.024
75.42329999999994,302.002
117.36221200000001,263.061
186.17110799999963,144.254
174.28233800000027,347.12200000000007
156.50312799999946,163.247
114.36008999999981,217.315
143.37231000000048,138.019
176.2790259999995,333.835
188.96644799999996,168.773
195.81457200000025,295.398
67.80939200000012,39.858
185.87293200000022,204.268
222.36631400000024,43.68899999999999
179.99710600000006,155.195
143.61270599999952,230.335
199.93777599999993,291.693
231.48053199999995,79.773
150.83446199999966,290.487
168.6084220000005,140.469
183.39814400000003,73.385
205.61450600000026,147.349
131.88218199999997,49.732
213.56227800000096,313.17
179.2702859999999,68.075
83.24408199999937,194.752
202.25232000000017,334.949
223.83812600000056,152.648
171.66914400000033,119.60700000000001
274.63344200000114,140.939
181.9801040000002,326.036
151.0782100000004,281.133
130.06916000000052,188.108
163.59799600000014,16.198
218.80266799999993,313.579
156.93809400000018,213.033
219.68272200000035,357.097
244.37272000000013,51.698
139.0906919999997,337.569
150.29351200000053,47.27
163.90880000000033,257.625
140.86516399999945,30.487
260.1797500000002,334.827
135.39783999999995,268.69
172.75165799999996,101.344
105.03825000000025,233.47799999999998
186.03896800000024,217.52699999999996
217.14726199999924,273.126
206.10606800000016,325.756
176.8955079999995,179.062
184.45284600000022,140.064
270.0632939999999,139.611
163.89192399999968,244.07299999999998
108.53638200000029,44.38
170.62920999999983,170.36
180.83481600000036,133.178
227.0967920000003,310.239
178.41941999999983,90.632
192.23417800000018,96.53
246.31872799999996,356.6
136.53365599999958,36.691
180.1612979999997,153.762
179.9056759999999,203.849
146.64695000000017,224.76
77.99962199999979,54.144
201.92166200000028,124.801
230.6252719999994,31.066999999999997
197.29359599999964,268.034
205.18538600000008,20.221
126.4815099999997,195.166
203.1039759999997,68.595
153.69255599999943,324.999
154.50262799999987,277.142
166.33624000000026,293.739
219.45561200000049,15.151
166.17201000000009,244.731
184.05596600000007,43.404
173.49634800000024,351.764
134.51573600000017,224.496
197.78143000000068,43.772
240.70829999999947,296.245
182.77156000000005,102.48
214.44500199999987,271.145
251.9314139999993,315.66
241.6700359999998,239.072
195.14148999999995,275.896
151.4720660000001,348.353
165.12171,29.968000000000004
158.72282600000014,309.405
116.51783200000013,39.53
195.44069599999958,338.405
205.48859599999992,225.945
271.33264599999944,131.141
143.39846,300.182
140.1182860000002,22.122
160.84505600000023,142.947
174.34080000000037,273.671
228.49416800000014,88.565
198.2229919999994,124.082
200.34989799999985,188.477
167.84007999999986,358.351
237.10024799999965,1.194
186.26325000000014,310.935
186.83671799999965,34.517
162.2374320000003,172.41099999999997
164.19841799999978,82.92299999999999
188.24700600000028,331.61300000000006
104.30559600000002,346.655
231.2514919999996,173.961
264.7682019999998,356.117
180.5737180000002,283.283
174.146786,270.658
100.48950400000001,193.287
213.10641999999945,43.91299999999999
175.22056000000015,218.254
153.15089199999917,328.671
162.41694799999982,153.223
198.0630600000003,181.632
174.3564240000004,197.74899999999997
182.75227800000022,248.78
215.7253300000003,267.012
161.1237840000004,337.759
174.46894400000045,85.81300000000002
179.7104859999997,22.915
203.45993599999895,285.95
166.10968599999987,237.43199999999996
137.1861359999999,111.553
167.99304800000013,255.382
121.49535999999988,54.135
144.17479600000001,1.794
244.15746599999989,47.01
106.17395799999969,211.22300000000004
207.5998339999999,97.315
159.37314200000046,333.58099999999996
144.85555799999992,280.581
149.17142599999997,99.50399999999999
141.03359599999993,192.16300000000004
211.6721799999999,243.069
111.9022000000004,178.165
198.69597799999957,203.43
100.68806200000004,233.468
138.65711599999977,36.541
234.030256,122.353
208.619296,140.123
165.85393399999975,138.319
179.91346199999978,244.664
144.79833600000063,256.131
168.41189600000027,114.70099999999998
190.86841,81.074
166.4140580000004,260.932
170.09260400000028,29.069000000000003
162.11593400000064,71.461
194.87911000000042,140.8
164.63931999999966,300.108
170.05879800000017,174.887
190.692136,35.702
191.75594800000053,167.52
247.6654459999995,213.24
137.85109000000014,354.13
232.1325819999995,276.212
229.34409799999943,169.268
136.74623599999953,9.251
126.15501999999968,69.935
144.84745199999995,271.364
166.19246999999982,32.239
221.82138400000014,281.439
158.54834399999982,154.546
182.8909580000003,95.944
262.6874539999996,359.153
231.59903599999885,26.448
164.34211799999957,257.26
253.75550200000035,347.834
246.8643340000002,156.642
123.43728800000002,208.005
251.57918599999977,135.654
218.43165999999994,340.28
272.1397939999998,124.85700000000001
221.62431199999966,118.138
173.36304000000047,165.467
250.05891799999995,147.261
134.2739299999999,239.335
155.42447600000017,155.669
227.38170800000123,170.224
160.6743439999998,85.693
166.2251900000002,70.48
188.92842600000063,215.50100000000003
131.1244779999998,7.944
153.10796399999927,284.28
202.5223339999997,120.081
178.57090199999976,262.794
177.15979799999977,91.45200000000001
255.5859000000003,148.122
159.7820759999998,225.889
171.95724800000062,66.369
66.13398799999992,36.262
184.90925199999975,74.569
190.25048800000033,106.161
245.12468199999913,139.219
168.7069699999998,307.487
154.98075400000002,327.234
140.02529400000012,241.929
213.2503780000001,199.38299999999998
124.24954799999973,236.569
173.92792999999983,218.116
206.66589400000004,74.415
157.6177720000002,17.477
203.98578600000005,263.512
184.55605200000028,296.036
115.84379799999977,29.649
246.58264599999987,129.031
196.10333599999973,183.669
175.10940200000005,110.618
190.35329799999982,93.82
166.36830199999983,259.471
264.26983599999943,151.271
158.17648200000014,209.396
217.00983999999997,288.123
186.41014199999984,263.307
186.5966679999999,153.316
205.44914800000012,273.347
168.64864000000006,161.98
170.24718800000053,321.856
153.40345800000014,218.96
229.0745159999998,36.042
183.86507399999994,170.204
120.22507199999991,28.62
189.20512200000135,324.065
185.23817599999967,287.171
169.52108599999985,30.622
158.68461599999966,104.935
190.99332799999974,40.52
256.52225000000055,198.065
198.79422399999993,234.796
174.49262400000003,262.754
251.44437399999953,172.72799999999998
155.54052400000043,87.93
159.94970399999954,237.81100000000004
149.7254180000001,170.96199999999996
205.22279599999936,210.877
217.9333280000003,118.26900000000002
150.37449199999963,155.174
207.6290740000005,5.145
180.2472879999999,323.762
119.32997399999991,20.261
128.27725999999947,295.017
168.96715400000082,338.211
141.36864199999948,231.356
248.42567799999983,341.661
274.76307199999826,338.7610000000001
241.75004,116.295
207.89465199999995,226.016
216.97878200000042,321.62
224.15246000000027,54.647
252.24349000000137,165.75
218.77982399999954,302.45
139.99657800000006,250.957
270.66024600000003,211.465
232.49324399999915,116.79900000000002
130.82836800000044,242.31
189.0915040000001,151.284
120.62244200000008,83.819
130.6876580000001,232.58699999999996
60.76886999999994,190.28100000000003
180.02318,14.336000000000002
260.5730360000006,273.828
