predict,target
182.6973599999995,12.905
179.94549200000048,9.773
166.9155340000001,21.02
120.36843200000047,7.415
169.85697199999967,19.389
230.0386799999995,7.172
145.4883720000005,0.039
181.27378600000026,15.357999999999999
177.94579000000056,5.426
202.87682399999997,7.056
185.35067999999978,23.333
190.24762599999997,24.687
148.7193960000003,16.513
140.8368520000002,7.775
167.9018180000002,27.553
128.84450799999985,21.324
141.7341400000004,17.284
159.75260200000008,21.517
99.62850000000012,1.852
143.2912260000004,12.394
178.29526800000002,18.303
170.59799799999956,17.943
177.03150399999993,28.775
218.82807000000005,7.999
174.35571199999998,29.759
184.38641800000016,17.803
116.28778000000013,9.244
160.4508880000002,24.22
125.14550599999993,4.311
210.033502,16.179
131.54897200000013,18.665
147.20872799999984,17.416
178.9157639999998,13.477
162.80524999999994,29.549
181.7488820000001,10.666000000000002
138.45142600000023,13.887
137.86469800000012,22.143
180.8810760000005,7.822
211.80988200000004,22.327999999999996
167.44914799999952,3.196
204.91879000000037,7.004
174.58717600000003,26.511999999999997
113.70950800000017,11.257
115.79722200000036,6.793000000000001
141.57493200000036,6.656000000000001
194.72470800000008,26.896
185.69731999999993,27.677
112.15824799999999,11.058
145.42798800000017,17.789
149.31422600000045,23.913
146.28552800000023,21.475
182.12079800000006,29.577999999999996
201.67253400000038,6.075
204.8030540000001,21.801
144.05946800000024,27.063
125.31122800000003,4.236
152.66660999999982,1.5390000000000001
155.28024200000004,21.234
172.11011399999964,17.676
140.76476600000035,14.595
171.5741819999999,26.553999999999995
133.27432199999978,4.891
179.57645400000013,29.158
167.59879999999973,16.71
102.75990800000004,0.698
177.18505399999975,21.224
170.3361339999999,27.667
149.72077399999984,28.172000000000004
114.64374200000029,12.286
136.9600119999999,24.732
121.39188400000018,10.335
141.6619460000002,3.965
176.55268400000057,5.873000000000001
154.0592280000006,4.968
152.80793800000015,2.328
189.35650800000033,1.355
147.39605600000053,1.4980000000000002
178.3184560000002,18.052
186.31184399999975,29.862
164.15132199999996,18.044
212.66447799999992,11.157
131.89576599999975,0.309
138.07941800000054,12.58
155.4697579999999,26.87
160.59708999999967,10.478
163.72861199999997,18.569
109.02750800000017,13.555
115.17486800000019,10.295
162.1051879999997,26.757
220.12515199999953,5.817
170.10507399999992,19.252
177.89687800000019,26.487
188.29003999999978,24.941
162.05220199999954,13.725
79.15830400000016,12.287
177.54394400000015,29.131
158.54581400000004,3.569
179.79325999999995,24.042999999999996
162.02690799999954,14.389
166.67770599999992,26.826
143.29541599999993,27.16
111.50767200000035,2.336
175.92520199999953,3.3480000000000003
158.86354799999995,28.246
143.0049820000002,3.4420000000000006
179.4007820000001,24.414
135.9775219999997,6.903
134.81030799999982,19.847
167.56050999999974,23.063
186.66876000000013,29.854
186.9289440000004,24.682
134.88918200000012,28.523000000000003
120.57175000000001,4.145
142.46040400000012,2.6689999999999996
