0.696021,0.6811144,0.7050175,0.6917797,0.6965981,0.709802,0.6663179,0.6791245,0.7115862,0.6946393,0.6989636,0.6997015,0.7011714,0.7035028,0.7080755,0.6892343,0.6825718,0.7084051,0.6993563,0.7008114,-0.36,-0.13,0.3,15.16,12.905,10.26,
0.6535692,0.6483772,0.6735821,0.6405265,0.6504189,0.6698164,0.6280407,0.6390965,0.6700205,0.6597945,0.6697627,0.6620565,0.6552554,0.6604428,0.6680502,0.6477031,0.6476699,0.6633955,0.6644098,0.6501369,-0.35,0.19,-0.21,14.787,9.773,16.654,
0.8526224,0.840081,0.8667829,0.8314396,0.8474567,0.8628583,0.8183483,0.8320175,0.8647551,0.8557156,0.8626738,0.858153,0.8525758,0.8581309,0.8627271,0.8446657,0.8411006,0.8594274,0.8588953,0.8398984,0.1,0.27,-0.01,25.525,21.02,17.499,
0.5829728,0.575565,0.5960138,0.5778841,0.582525,0.596765,0.5613413,0.5708477,0.5973619,0.5852858,0.5918371,0.588459,0.5864315,0.5893567,0.5949565,0.5779906,0.5755878,0.5931428,0.5895337,0.5859123,0.0,-0.01,-0.1,12.579,7.415,4.772,
0.7121391,0.6949599,0.7193887,0.7051817,0.7120383,0.723968,0.6796212,0.6932551,0.7262848,0.7098058,0.713284,0.7148941,0.7167038,0.7191686,0.7227768,0.7046673,0.6969284,0.7235065,0.7140677,0.7138083,0.42,-0.18,0.25,18.604,19.389,8.582,
0.4893472,0.4832743,0.4950494,0.4915961,0.4909428,0.498196,0.4771956,0.482521,0.4988221,0.4887993,0.4919489,0.4915508,0.4931568,0.4937317,0.4967171,0.486441,0.4835563,0.4972268,0.491693,0.4964635,0.16,-0.18,-0.34,4.231,7.172,13.035,
0.6343618,0.6360066,0.6581078,0.6160346,0.6287783,0.6488322,0.6151009,0.6233058,0.648087,0.6445481,0.6564531,0.6444593,0.6330127,0.6394386,0.6475507,0.6298835,0.6341152,0.6402492,0.6481298,0.6242275,-0.09,0.45,-0.39,16.436,0.039,4.175,
0.6736899,0.6523368,0.6765819,0.6704548,0.6751785,0.6847844,0.6391388,0.6536413,0.687757,0.6682097,0.6694565,0.6745297,0.6797895,0.6810882,0.683552,0.6657749,0.6552159,0.6863373,0.6726003,0.6789846,0.04,-0.14,-0.32,19.626,15.358,0.662,
0.640724,0.6544355,0.6690484,0.6087155,0.6292393,0.6477358,0.6333461,0.6354302,0.6456935,0.6578093,0.6722714,0.6524696,0.6319598,0.6408533,0.6483021,0.6387349,0.6507412,0.6361855,0.6582008,0.6126305,0.49,-0.16,-0.37,22.62,5.426,26.695,
0.7911748,0.7952044,0.8168477,0.7616501,0.7816159,0.801455,0.7714824,0.7789955,0.8007471,0.8041106,0.8169958,0.8018231,0.7857463,0.7940689,0.8015038,0.7864754,0.7930639,0.791904,0.806084,0.7684205,-0.06,-0.07,0.45,27.137,7.056,21.853,
0.8743366,0.8655924,0.892404,0.8456076,0.8663222,0.8833321,0.8410403,0.8538726,0.884831,0.8807987,0.8897607,0.881438,0.8714768,0.8786829,0.8837991,0.8665286,0.8658974,0.8781055,0.8831909,0.8536226,-0.18,0.12,-0.45,27.713,23.333,27.792,
0.6904649,0.6571626,0.6748265,0.6989383,0.696654,0.6941783,0.6550024,0.6694487,0.699376,0.6739618,0.6657023,0.6831853,0.700018,0.696906,0.693632,0.6822925,0.663157,0.7036487,0.6771914,0.7046694,-0.11,-0.44,-0.43,4.002,24.687,10.775,
0.7644954,0.7528386,0.7781414,0.7506888,0.7616689,0.7771052,0.7337657,0.7465329,0.7785856,0.7667732,0.7734843,0.7700259,0.7665201,0.7709128,0.7761104,0.7574075,0.7536101,0.7737189,0.7707572,0.75951,0.34,-0.03,0.47,22.019,16.513,10.883,
0.6139321,0.608976,0.6272444,0.6087055,0.6131518,0.6267762,0.595787,0.6037913,0.6270351,0.6171192,0.6238464,0.6195539,0.6166388,0.6195819,0.6250879,0.6097281,0.6086298,0.6227801,0.6209377,0.6159413,0.09,-0.1,0.44,11.519,7.775,8.865,
0.7599181,0.7340824,0.758958,0.7546834,0.7611248,0.7683741,0.7210161,0.7369124,0.7722741,0.7520952,0.7513428,0.7589176,0.7658529,0.7669157,0.7677845,0.7509764,0.7379946,0.7718331,0.7559468,0.7627782,0.25,-0.07,-0.15,15.114,27.553,12.553,
0.7432348,0.7226275,0.7471932,0.7404159,0.7448182,0.7552885,0.7091444,0.7235742,0.7580709,0.7382643,0.7400272,0.7445913,0.749496,0.7508969,0.7538528,0.7354373,0.7253028,0.7563442,0.7428927,0.7492576,-0.03,0.31,0.3,9.825,21.324,12.779,
0.622679,0.6102588,0.6336011,0.6188153,0.6231747,0.637165,0.5954353,0.6072665,0.6385271,0.6225644,0.6280476,0.6271473,0.62762,0.6300965,0.6352596,0.6164151,0.6111409,0.634916,0.6273648,0.6277454,0.23,0.33,-0.05,5.81,17.284,18.672,
