0,5,5,21.902,180.611,149.169
6,5,6,246.679,239.942,309.436
5,5,8,283.278,133.356,350.929
6,6,7,270.58,332.462,287.294
8,6,0,36.637,285.91,186.253
0,8,5,108.478,251.405,314.882
3,4,2,0.384,207.343,226.786
8,7,2,107.879,79.262,221.228
7,1,0,122.513,6.797,176.683
1,3,4,189.795,55.188,202.368
1,2,8,346.875,149.524,10.317
2,1,5,159.576,158.312,170.786
7,4,5,303.949,240.137,242.981
0,2,3,26.552,294.13,78.257
3,8,0,176.13,307.737,13.464
4,8,1,211.53,189.486,291.432
3,6,0,131.103,79.153,105.584
4,0,7,338.697,111.483,25.082
3,8,4,167.449,260.008,131.716
3,6,2,12.812,45.275,326.079
4,2,7,354.231,217.882,221.517
3,3,2,346.575,88.419,39.731
1,3,5,14.183,19.372,103.162
0,2,6,239.548,302.648,297.55
4,8,4,253.618,26.725,162.213
8,4,2,47.753,259.398,273.014
0,4,0,339.343,106.318,235.281
2,3,7,141.606,203.615,33.602
1,4,3,136.741,156.223,164.468
8,6,1,78.074,143.904,142.904
1,0,2,4.448,352.65,287.171
7,5,2,285.263,27.806,26.872
8,1,8,178.796,41.898,347.38
1,6,6,293.121,275.07,249.834
8,3,4,300.197,304.044,107.041
7,0,0,141.229,105.214,127.269
7,5,8,223.74,98.605,168.674
7,8,2,126.624,8.64,195.23
4,2,7,272.367,213.918,274.704
2,8,4,42.758,123.635,136.013
2,2,7,106.865,87.33,245.352
2,1,4,157.317,15.651,348.154
3,0,5,61.146,268.965,95.354
3,5,5,345.316,133.954,314.7
3,2,1,156.003,89.838,274.225
5,8,2,300.618,40.961,112.531
4,3,6,316.793,74.332,235.875
7,3,0,342.98,86.84,247.584
0,3,3,203.643,334.646,349.74
5,6,8,325.19,93.002,199.983
1,5,0,192.774,106.154,50.591
6,7,1,306.324,239.762,53.2
5,0,8,233.144,85.655,242.287
4,7,8,356.929,232.433,115.822
8,1,1,166.506,94.623,255.444
4,1,1,215.43,230.999,199.157
7,1,4,162.227,257.703,294.301
0,5,4,116.872,193.291,146.689
3,3,8,3.399,77.532,345.547
3,0,5,341.034,299.113,20.255
0,1,8,58.344,101.878,285.794
2,8,3,162.592,346.679,146.307
3,1,7,100.406,205.204,133.107
4,7,0,48.935,190.553,202.679
0,0,3,158.616,3.542,149.133
6,0,5,93.782,184.681,221.324
4,7,3,76.327,37.09,22.711
6,6,3,88.047,71.091,285.021
0,0,1,241.62,239.074,279.539
4,7,3,144.094,187.036,330.116
5,1,4,88.638,48.165,45.655
0,3,0,272.011,315.112,192.709
3,1,6,239.532,357.108,149.471
6,0,8,181.445,100.685,1.483
5,5,3,154.995,74.159,226.869
6,8,1,261.068,1.33,308.06
5,6,0,78.246,245.096,238.367
8,6,3,334.088,12.181,285.578
4,6,3,293.402,302.1,182.864
1,4,1,249.277,329.219,152.602
5,8,7,100.419,119.209,165.698
8,2,7,310.048,72.86,251.267
2,3,3,166.822,218.818,25.072
4,7,3,228.135,312.021,80.709
8,3,3,176.302,307.576,179.196
6,1,3,74.22,20.68,33.769
7,3,3,263.576,205.718,282.422
3,6,4,31.844,4.025,310.006
2,8,7,133.176,25.6,143.24
0,6,1,29.777,318.884,43.223
6,8,0,128.264,35.408,259.386
4,1,3,163.241,225.421,287.908
2,0,5,355.113,133.517,117.987
5,2,0,158.59,343.878,187.844
0,6,8,161.625,40.074,38.91
3,7,4,181.398,316.458,172.474
6,0,8,117.455,337.724,261.905
3,7,1,73.74,111.712,1.258
1,5,6,189.904,41.617,97.068
2,2,4,29.957,334.962,31.254
7,3,8,255.424,153.103,48.53
4,5,4,124.338,44.203,316.591
5,0,8,3.717,356.589,332.432
8,2,8,68.838,54.843,232.994
0,4,7,212.332,257.76,160.964
6,0,8,263.016,186.396,90.537
4,1,7,222.288,284.045,93.339
7,1,2,263.666,316.929,241.56
2,0,8,56.113,164.387,28.263
6,4,5,1.158,343.673,158.801
0,1,0,120.098,129.642,179.25
6,3,4,49.576,148.727,274.976
5,0,6,196.978,83.849,308.338
2,1,7,108.602,345.663,13.631
