1.537736,1.531987,1.546747,1.528414,1.54343,1.541773,1.515686,1.537668,1.529346,1.515145,1.558644,1.515854,1.530079,1.517158,1.508487,1.524498,1.530901,1.550997,1.519478,1.527879,0.36,0.47,0.1,84.883,251.4,229.798,
1.50836,1.461333,1.514495,1.490789,1.503862,1.516902,1.502114,1.504228,1.488563,1.510098,1.516186,1.505042,1.508899,1.513791,1.482035,1.442475,1.453251,1.494154,1.476302,1.493392,-0.34,-0.36,-0.04,161.253,275.896,65.233,
1.430727,1.398576,1.437929,1.416409,1.43018,1.436839,1.417743,1.428149,1.415462,1.422361,1.443519,1.419675,1.428364,1.426045,1.403093,1.383897,1.393518,1.427033,1.404344,1.41773,-0.04,0.02,-0.5,92.638,348.303,52.646,
1.512551,1.515764,1.522469,1.507354,1.519701,1.521278,1.489212,1.514063,1.508508,1.485136,1.536353,1.487566,1.501786,1.484723,1.487202,1.511135,1.516878,1.532942,1.502686,1.506062,-0.2,0.25,-0.28,189.078,53.483,355.661,
0.9492433,0.8580002,0.949861,0.970525,0.8959941,1.022155,1.000011,0.9551603,0.9603828,0.992918,0.9245215,0.9904561,0.9277099,0.9600719,1.00402,0.8549013,0.8758392,0.9253082,0.9922334,0.9740102,0.47,0.37,0.25,328.877,33.063,189.408,
1.564221,1.543193,1.57261,1.558779,1.560191,1.579966,1.552374,1.565075,1.55794,1.550989,1.579093,1.551097,1.553474,1.547261,1.54555,1.535566,1.54487,1.57195,1.553325,1.558946,-0.31,-0.11,0.48,218.497,276.68,143.579,
1.514166,1.508591,1.522642,1.507894,1.51625,1.522712,1.496987,1.514919,1.508351,1.4958,1.532644,1.496388,1.504741,1.494841,1.491,1.503898,1.509957,1.527773,1.50137,1.507391,0.1,-0.24,-0.4,193.291,10.429,194.929,
1.569141,1.577114,1.578722,1.549959,1.586928,1.555226,1.534138,1.566297,1.552993,1.538608,1.59655,1.538039,1.568367,1.550713,1.519982,1.567529,1.569951,1.584085,1.531589,1.549255,0.34,-0.08,0.14,47.229,219.453,29.138,
0.9331347,0.858565,0.9344248,0.959851,0.8812183,1.007164,0.9815644,0.941291,0.9506142,0.9703734,0.9117692,0.9702487,0.9066134,0.9338211,0.9914558,0.8614004,0.8802497,0.9200584,0.9849424,0.9621855,-0.35,-0.14,-0.37,357.191,35.911,108.516,
1.461896,1.457261,1.469702,1.430385,1.484315,1.433812,1.424988,1.454383,1.433468,1.437996,1.486117,1.433535,1.472375,1.460149,1.399248,1.439209,1.440964,1.461568,1.401875,1.431235,0.03,0.28,0.19,124.411,268.428,92.136,
1.442305,1.423719,1.450576,1.431636,1.443999,1.448759,1.42515,1.441416,1.431588,1.426489,1.459275,1.425801,1.436143,1.42834,1.415165,1.413477,1.421749,1.448298,1.422036,1.431907,-0.15,-0.28,-0.32,78.258,205.232,228.141,
1.465481,1.431172,1.473604,1.479324,1.439816,1.515839,1.477642,1.472254,1.475011,1.466967,1.471167,1.469197,1.439438,1.442324,1.482991,1.432088,1.445952,1.476537,1.490895,1.479483,-0.31,0.35,-0.14,262.937,355.117,168.722,
1.237585,1.246149,1.246215,1.228215,1.248862,1.234481,1.210448,1.237551,1.23041,1.209553,1.260669,1.211153,1.231468,1.214415,1.205011,1.241303,1.244618,1.255689,1.218761,1.226974,-0.24,0.18,-0.35,290.086,14.285,16.869,
1.590011,1.572182,1.598023,1.569415,1.599911,1.58399,1.566676,1.585829,1.570149,1.573583,1.60921,1.570665,1.591725,1.58364,1.548653,1.556232,1.56236,1.590057,1.551425,1.570382,0.13,0.34,0.32,110.237,341.119,88.025,
1.225319,1.170102,1.229398,1.22069,1.207443,1.250089,1.234211,1.224602,1.216657,1.236767,1.223485,1.233364,1.219187,1.230216,1.223463,1.157463,1.170683,1.210557,1.217745,1.223111,-0.1,-0.25,0.03,239.942,179.989,123.692,
1.643978,1.637457,1.65371,1.646741,1.640184,1.669587,1.633294,1.647906,1.645964,1.625512,1.662764,1.628445,1.626244,1.614654,1.635292,1.635267,1.643424,1.663499,1.648808,1.645799,0.27,-0.3,0.38,320.219,233.478,232.171,
1.140505,1.140718,1.147296,1.160311,1.125001,1.182311,1.147124,1.149028,1.158194,1.131821,1.14942,1.137441,1.114714,1.108035,1.162557,1.149729,1.1567,1.16468,1.176923,1.158624,-0.39,-0.29,0.5,217.724,211.081,252.039,
1.289756,1.261672,1.296482,1.286083,1.281556,1.30755,1.28465,1.290553,1.284461,1.283753,1.299236,1.283231,1.279949,1.278619,1.278305,1.254071,1.264077,1.292242,1.28255,1.286701,0.03,0.35,-0.49,164.643,110.045,166.73,
1.163513,1.227286,1.173827,1.132953,1.213805,1.108398,1.095133,1.157728,1.1422,1.102593,1.208234,1.104184,1.174586,1.135347,1.081142,1.221099,1.211951,1.196727,1.104301,1.129654,0.33,-0.48,-0.13,45.879,306.384,153.681,
1.371704,1.414222,1.38274,1.3524,1.40464,1.342975,1.31896,1.36959,1.358717,1.320552,1.410217,1.323261,1.371669,1.339063,1.310845,1.409935,1.407084,1.403812,1.33359,1.349516,0.18,-0.41,-0.33,177.676,98.111,295.47,
1.286414,1.283971,1.292687,1.249802,1.313844,1.24792,1.24747,1.276762,1.253487,1.264129,1.309271,1.258326,1.303384,1.29214,1.218038,1.263695,1.263164,1.280861,1.217162,1.251034,-0.19,0.31,0.19,36.228,61.365,256.495,
1.589344,1.591108,1.599183,1.585667,1.592826,1.599547,1.568014,1.591467,1.586691,1.563916,1.61184,1.566235,1.576423,1.561491,1.565644,1.588511,1.594761,1.610444,1.581049,1.584366,0.29,-0.46,-0.29,339.265,220.246,33.742,
1.495798,1.48427,1.503884,1.488799,1.498439,1.505809,1.480291,1.495952,1.488722,1.479131,1.513003,1.47952,1.48836,1.47885,1.474696,1.476374,1.483388,1.505295,1.483275,1.488652,-0.12,-0.24,-0.36,13.171,192.443,188.93,
1.439365,1.444929,1.447728,1.405545,1.467609,1.403631,1.395248,1.431417,1.409874,1.408838,1.467718,1.404806,1.451368,1.434804,1.369145,1.427622,1.42767,1.44352,1.37464,1.405844,-0.5,0.21,-0.1,92.898,97.028,283.776,
1.362289,1.348171,1.37108,1.376094,1.345409,1.405539,1.365951,1.369435,1.373443,1.353501,1.373878,1.357477,1.336672,1.331388,1.374485,1.351603,1.361832,1.382249,1.387377,1.375185,0.49,0.37,-0.08,251.893,251.536,239.991,
1.345636,1.274688,1.350336,1.35587,1.309023,1.398599,1.371241,1.349722,1.349071,1.366387,1.337403,1.364815,1.326335,1.343936,1.369704,1.268403,1.287231,1.333868,1.366051,1.358196,-0.07,-0.35,0.12,11.599,71.461,113.033,
0.6160996,0.6485698,0.6208808,0.6325933,0.6177815,0.6393918,0.6145068,0.6229501,0.6329491,0.6006839,0.6289801,0.6067756,0.5993724,0.5857687,0.6322252,0.6601699,0.6585318,0.6457028,0.6476424,0.6299763,-0.25,0.49,-0.44,335.219,356.351,102.929,
1.582578,1.576483,1.59235,1.588105,1.576511,1.612261,1.574344,1.587418,1.587035,1.565066,1.600675,1.568494,1.562577,1.551427,1.578325,1.575926,1.584304,1.603645,1.592434,1.587038,0.07,-0.02,0.31,307.807,237.085,238.463,
1.498591,1.461919,1.506065,1.49298,1.48785,1.519125,1.494142,1.498926,1.490815,1.494585,1.508036,1.493082,1.488381,1.489321,1.484672,1.452556,1.464247,1.498312,1.487833,1.494058,0.37,0.22,-0.34,359.341,120.081,53.742,
1.519616,1.522242,1.528969,1.499857,1.536309,1.505186,1.484539,1.516433,1.502729,1.489579,1.545747,1.488797,1.519794,1.502971,1.469998,1.511684,1.515263,1.532105,1.481476,1.499281,0.38,0.1,-0.04,65.484,142.711,25.541,
1.060734,1.093605,1.068974,1.040351,1.090624,1.030179,1.015864,1.057257,1.045803,1.020197,1.091458,1.021205,1.065249,1.039614,1.005441,1.087315,1.084156,1.082148,1.021112,1.038428,-0.07,-0.44,-0.27,137.739,224.231,138.054,
1.514003,1.458502,1.52072,1.531503,1.476868,1.574816,1.537856,1.521292,1.525199,1.527282,1.511133,1.528465,1.486381,1.498219,1.543278,1.458674,1.476626,1.516227,1.546842,1.532557,-0.49,-0.3,0.32,276.614,337.759,226.258,
1.559235,1.548856,1.567235,1.55244,1.56196,1.569804,1.54443,1.559449,1.552317,1.54316,1.576299,1.54353,1.551655,1.542289,1.538806,1.541101,1.547636,1.568789,1.546934,1.55233,-0.45,0.45,0.2,177.358,1.913,37.693,
1.016514,1.003568,1.0209,0.9885556,1.03326,0.9915516,0.9915621,1.008882,0.9903802,1.004942,1.030725,0.9996868,1.029524,1.024851,0.9677118,0.9859942,0.987434,1.006889,0.964067,0.9901218,-0.08,0.15,-0.38,191.41,229.912,102.401,
1.381372,1.375818,1.389958,1.372612,1.386449,1.385112,1.360152,1.381361,1.373535,1.35966,1.401145,1.360361,1.373936,1.361681,1.353298,1.369089,1.375204,1.394127,1.364098,1.372064,0.28,-0.24,0.14,128.609,263.978,208.912,
1.14229,1.089722,1.145981,1.132634,1.129745,1.158307,1.147019,1.139818,1.129284,1.152385,1.141733,1.148059,1.140849,1.150966,1.132952,1.074717,1.086417,1.125043,1.125624,1.135248,0.09,-0.25,0.06,120.697,171.637,239.618,
