-0.35,-0.04,0.4,125.102,44.491,246.239,170000
-0.06,0.32,0.12,160.362,220.174,352.169,170001
0.22,-0.01,0.33,162.145,168.333,102.022,170002
0.13,-0.35,-0.19,58.252,106.062,88.016,170003
0.3,0.15,0.21,223.687,256.718,65.421,170004
-0.28,0.38,0.39,86.917,140.169,114.515,170005
-0.12,0.43,0.23,155.65,320.6,197.88,170006
-0.27,-0.29,0.03,119.106,327.39,248.894,170007
0.14,0.34,-0.38,238.227,61.66,325.737,170008
-0.1,-0.13,-0.29,347.777,183.714,98.841,170009
0.34,0.25,0.18,16.828,231.204,113.963,170010
-0.06,0.33,-0.48,88.417,298.205,199.022,170011
-0.28,-0.36,-0.5,20.921,8.972,33.445,170012
0.28,-0.18,0.47,36.844,75.964,115.302,170013
0.36,0.45,0.01,152.852,83.275,148.795,170014
0.29,-0.34,-0.17,12.312,97.982,99.688,170015
0.07,0.28,0.16,112.465,63.073,176.283,170016
0.22,-0.42,-0.01,202.052,230.997,116.633,170017
0.42,-0.39,0.23,143.74,308.28,311.253,170018
-0.37,-0.44,0.48,53.307,145.457,52.086,170019
0.25,-0.08,0.46,93.697,7.288,279.02,170020
0.3,-0.13,-0.17,53.72,13.396,262.416,170021
-0.21,-0.15,0.32,283.979,61.742,268.361,170022
-0.23,0.04,-0.34,234.043,160.151,98.252,170023
0.41,-0.28,-0.09,187.305,150.865,349.909,170024
-0.32,0.04,0.33,1.085,94.282,242.302,170025
0.37,0.5,-0.29,3.487,157.736,212.798,170026
0.09,-0.19,-0.13,93.683,9.845,266.838,170027
0.09,0.19,0.13,52.48,225.237,349.656,170028
0.27,-0.06,0.13,63.023,80.902,266.795,170029
0.47,-0.2,-0.45,123.466,238.252,91.754,170030
-0.37,-0.25,0.3,263.864,258.831,250.308,170031
0.15,-0.45,-0.39,66.6,28.983,229.962,170032
0.16,-0.11,-0.29,276.946,293.626,355.89,170033
0.1,-0.08,-0.25,64.041,188.54,207.066,170034
-0.43,0.29,0.2,355.711,157.115,279.116,170035
-0.38,0.39,0.18,1.247,185.421,43.669,170036
-0.18,0.41,-0.27,352.116,212.349,47.022,170037
0.27,-0.25,-0.36,314.186,340.304,203.513,170038
0.33,0.43,0.02,221.796,224.152,200.403,170039
-0.01,-0.05,-0.14,54.87,335.599,122.926,170040
-0.25,0.33,0.31,279.622,118.288,30.303,170041
0.25,-0.15,0.11,87.825,157.546,291.256,170042
0.12,0.01,-0.07,98.778,108.395,49.135,170043
-0.28,0.38,-0.25,137.359,340.715,143.531,170044
-0.31,-0.36,-0.11,51.623,129.435,93.992,170045
