6,6,0,313.162,74.501,300.898
2,0,2,121.242,159.275,344.925
7,2,6,130.663,136.482,298.918
6,3,8,43.529,249.619,56.497
7,2,4,161.378,16.699,301.956
4,2,1,146.876,315.891,53.87
3,7,4,222.094,212.991,273.903
2,7,7,29.543,64.593,223.878
7,2,3,156.81,307.062,243.229
7,4,0,57.242,186.408,18.271
8,3,5,221.037,104.475,35.685
6,8,3,185.269,46.951,76.709
5,0,2,310.14,10.974,191.69
8,3,8,243.516,152.447,49.333
2,5,0,327.482,70.908,90.195
3,6,7,40.601,306.594,306.392
1,3,2,31.706,128.867,144.688
0,3,5,11.687,304.209,40.782
5,7,0,2.448,280.147,116.482
8,2,1,56.089,303.376,93.425
3,2,1,39.04,9.147,205.061
7,4,8,311.585,210.057,98.276
2,3,6,207.779,28.159,2.672
7,1,1,320.349,274.094,311.679
5,5,8,68.209,67.577,161.419
0,6,2,307.652,340.807,238.925
0,7,8,74.47,79.431,329.671
2,8,0,255.734,131.655,87.944
8,0,5,196.204,148.559,136.902
1,2,0,293.895,229.455,44.467
4,3,1,318.709,147.618,324.538
3,3,8,250.715,207.474,306.434
0,5,1,306.417,208.07,154.461
6,6,6,225.165,244.135,122.91
2,7,1,289.778,282.738,57.006
7,5,8,355.617,142.181,274.181
6,4,4,111.178,177.245,286.131
6,5,7,161.401,212.528,323.871
0,7,5,318.507,325.248,84.41
4,2,4,252.064,89.617,170.009
7,2,3,308.93,282.405,4.91
2,1,4,203.334,76.014,289.808
0,5,5,337.425,100.882,26.707
4,0,5,274.446,180.865,317.892
6,4,4,343.651,231.451,10.108
6,5,6,209.133,246.386,231.532
5,2,2,270.262,129.468,2.377
7,3,8,336.044,222.86,142.428
4,0,1,20.845,352.42,132.011
4,3,1,1.679,130.39,166.677
6,2,8,240.457,128.79,320.973
2,4,0,44.148,173.062,150.684
2,4,1,111.452,8.374,131.597
6,6,6,323.7,304.235,262.215
3,7,8,198.312,22.801,249.806
8,4,7,344.468,159.011,196.964
8,8,0,126.18,235.27,211.431
5,0,4,332.318,8.062,14.385
6,1,6,18.552,106.962,305.57
4,4,0,359.776,276.346,245.526
4,8,8,321.798,73.427,148.849
7,8,1,352.859,260.049,277.261
8,3,5,86.518,115.978,328.594
7,4,0,327.995,345.673,30.009
2,3,7,211.19,335.261,224.668
7,6,5,5.201,130.189,323.556
2,8,5,210.142,53.951,249.95
1,1,5,356.232,78.565,31.502
5,2,7,244.486,32.928,343.207
8,2,5,95.208,180.84,68.236
8,6,0,8.183,248.775,119.453
1,3,5,270.531,78.638,235.178
4,6,2,67.059,339.311,300.218
3,2,3,324.105,115.306,273.873
1,2,0,203.354,212.104,100.061
4,2,8,286.911,149.07,332.819
0,6,7,193.384,11.995,278.384
1,6,1,323.7,207.649,14.225
5,1,7,287.199,66.547,208.245
1,3,5,82.648,167.956,354.397
7,7,3,281.897,69.322,101.924
6,1,6,327.439,323.564,329.397
