2,5,4,220.414,176.156,0.848
6,5,6,73.47,348.7,44.03
4,2,1,56.152,96.77,98.703
6,7,4,217.889,7.751,65.841
5,0,0,38.418,143.74,211.379
1,0,3,50.727,63.776,82.237
4,8,4,339.28,355.735,279.723
4,4,4,210.815,102.142,71.446
1,7,2,10.882,263.726,78.68
7,0,5,234.65,8.731,268.742
7,8,1,303.959,307.097,109.935
0,4,5,295.48,304.098,192.037
3,5,6,150.954,76.606,334.508
1,0,6,356.165,79.867,231.884
8,0,0,338.449,82.934,84.24
5,0,7,322.182,239.255,133.364
8,2,3,208.373,203.366,201.332
7,6,0,334.694,296.381,120.45
6,7,6,290.109,80.265,49.098
0,2,5,278.049,105.595,120.778
4,2,5,247.198,26.678,248.876
2,3,6,87.29,302.422,119.908
5,5,3,302.767,91.976,298.193
1,0,3,121.458,351.706,155.558
7,8,1,342.564,4.33,329.102
4,8,4,254.105,47.02,324.002
4,5,5,260.371,155.503,121.356
5,8,1,38.424,195.154,35.398
8,6,8,111.632,216.954,105.352
6,7,8,174.665,169.727,209.406
4,1,2,187.802,113.982,316.121
2,6,7,350.029,221.436,322.848
7,5,6,264.485,216.09,73.129
1,2,5,307.126,134.33,261.642
4,5,2,9.928,342.097,127.312
2,3,3,290.814,237.128,211.363
1,8,7,349.514,38.381,293.609
3,0,6,55.515,346.24,34.109
2,4,8,342.304,269.062,162.373
0,1,3,86.369,319.223,67.434
5,5,3,344.866,259.471,257.185
7,2,5,150.141,38.486,243.925
5,2,0,269.726,101.819,325.924
2,0,4,202.405,85.037,273.738
8,4,1,205.224,274.906,350.898
8,1,5,212.311,240.341,229.073
3,1,2,328.278,129.649,66.025
0,8,5,159.445,212.305,176.954
1,0,2,302.278,337.389,4.918
3,5,5,164.702,241.277,226.627
5,5,2,75.649,296.304,165.203
8,5,2,148.769,2.855,272.401
0,6,2,200.833,338.188,73.273
2,3,8,8.169,216.012,111.857
5,5,4,125.604,50.957,288.297
6,6,2,145.376,51.198,352.89
7,0,8,105.558,181.495,115.165
5,2,1,273.369,49.833,288.919
3,8,8,245.09,32.651,243.815
2,7,0,110.256,27.787,284.612
6,4,0,3.39,89.761,121.45
4,0,4,293.622,133.675,233.961
8,0,0,105.54,259.999,118.541
5,7,8,323.562,298.503,36.168
6,4,6,183.499,142.319,144.067
8,4,0,293.178,354.08,157.957
5,3,3,289.32,38.35,315.571
3,3,0,145.553,261.16,186.845
7,7,6,305.193,51.396,82.149
0,7,3,339.633,137.757,316.702
3,5,1,174.165,145.661,212.191
0,2,4,158.299,318.339,355.792
1,7,8,75.286,123.332,27.795
7,2,2,154.106,17.208,319.689
4,3,1,37.909,146.63,1.442
2,3,6,319.494,234.328,189.956
7,0,1,273.176,217.011,156.637
6,1,4,356.443,131.192,137.734
4,2,4,271.311,109.027,202.725
1,5,2,177.158,137.529,50.333
3,1,0,216.605,236.618,148.053
5,7,1,134.798,21.618,261.446
0,8,1,281.134,249.693,2.386
6,3,0,83.348,354.61,289.393
5,6,0,174.354,1.012,143.012
8,3,1,340.209,153.161,170.756
2,8,8,77.55,103.405,81.848
7,4,3,246.073,295.428,12.555
3,7,5,325.293,306.567,136.631
6,1,5,69.332,359.779,188.373
3,0,3,1.515,222.261,217.212
3,0,8,47.32,129.496,23.789
1,0,6,252.144,219.233,293.465
2,8,6,66.485,40.969,181.812
7,6,0,42.821,118.469,340.207
6,3,4,258.939,173.389,284.859
0,7,6,213.183,127.35,268.894
6,7,8,273.079,26.264,54.782
7,3,1,212.539,185.009,58.187
3,6,3,308.644,353.37,187.477
2,2,2,179.074,273.39,7.411
2,8,4,263.855,254.551,76.694
8,5,0,57.675,213.522,180.389
2,0,8,183.114,253.429,244.796
2,5,4,63.519,25.124,50.235
8,4,1,256.369,188.2,33.884
5,0,0,325.489,139.808,14.303
3,1,0,305.091,58.295,137.799
1,1,6,51.484,286.654,319.28
4,5,5,147.763,275.937,355.061
2,3,5,317.13,100.608,99.887
6,6,4,177.837,234.205,221.081
8,5,0,39.194,264.576,67.571
8,4,7,133.284,84.762,140.308
7,8,0,318.066,20.392,25.517
2,5,8,212.28,113.174,243.055
0,5,6,16.37,224.113,42.289
2,2,6,126.374,94.035,341.601
1,3,1,318.966,74.834,99.34
4,1,3,2.621,267.991,276.05
1,6,6,241.765,215.539,315.362
7,0,0,327.505,329.167,273.559
1,0,5,194.144,208.799,28.878
6,0,3,83.013,199.402,316.514
8,3,1,133.921,21.622,42.828
4,8,6,265.645,201.347,346.421
6,2,0,129.062,11.315,334.862
7,1,8,32.908,75.318,206.054
7,5,5,343.901,286.807,293.097
5,5,7,201.185,7.744,112.519
5,3,1,332.643,8.256,119.5
0,8,0,86.742,104.979,54.203
2,8,2,25.359,173.781,340.92
0,5,4,11.757,287.375,209.05
4,1,3,171.406,282.899,210.164
1,4,7,301.534,103.846,293.933
7,6,7,322.358,142.609,202.856
2,0,3,157.418,39.949,300.444
2,3,4,18.742,54.075,157.978
7,3,1,42.345,257.281,265.634
1,1,0,205.27,3.446,122.176
4,0,0,312.08,294.209,262.076
6,8,3,91.488,4.752,162.746
4,1,1,326.231,62.292,281.686
7,8,7,94.265,181.396,150.029
