8,8,3,210.414,211.529,204.16,20000
7,1,8,120.963,301.407,354.917,20001
0,7,4,37.47,14.949,83.908,20002
1,0,0,345.614,357.194,132.264,20003
2,0,1,185.346,147.343,117.278,20004
4,1,2,170.85,90.271,47.237,20005
3,5,4,261.429,248.823,295.638,20006
0,5,6,71.498,264.857,357.342,20007
6,1,2,354.499,128.259,126.166,20008
6,4,1,244.353,234.119,162.288,20009
7,8,0,32.095,11.587,251.534,20010
4,2,8,316.669,175.8,158.715,20011
8,2,2,259.098,202.758,203.698,20012
5,4,0,44.851,190.835,333.556,20013
3,6,2,66.835,144.924,358.16,20014
4,0,7,56.113,25.132,315.342,20015
8,7,5,175.498,31.237,332.945,20016
7,7,4,345.42,72.02,225.909,20017
0,7,7,246.12,120.041,243.008,20018
1,4,0,116.824,39.965,86.808,20019
8,7,2,213.868,114.702,276.17,20020
4,4,7,341.011,289.314,132.73,20021
6,0,4,177.485,131.997,278.68,20022
4,7,2,234.159,68.399,291.114,20023
2,7,8,22.548,163.642,135.904,20024
0,3,5,343.109,31.281,342.326,20025
8,1,6,222.416,318.458,345.081,20026
2,2,6,84.549,355.732,141.222,20027
4,8,0,205.161,246.411,302.34,20028
0,1,1,329.65,210.365,88.936,20029
3,3,0,47.646,65.589,329.912,20030
7,1,6,9.252,141.646,154.64,20031
8,2,2,241.126,117.994,302.28,20032
0,4,1,103.708,256.036,330.051,20033
4,8,1,320.331,138.052,340.46,20034
7,4,3,155.134,311.116,222.499,20035
6,6,4,5.652,233.928,216.632,20036
1,4,1,314.237,190.477,230.399,20037
2,0,3,266.599,51.159,320.494,20038
2,7,1,41.497,117.994,342.354,20039
4,6,6,319.068,104.331,203.262,20040
7,3,4,126.046,100.17,242.789,20041
2,4,2,16.113,69.824,103.385,20042
0,4,1,97.705,206.391,301.572,20043
0,1,6,251.647,87.091,94.943,20044
5,6,5,336.288,322.045,313.763,20045
8,5,6,0.647,334.281,44.944,20046
8,6,5,37.219,83.882,138.708,20047
8,4,4,166.488,127.809,258.071,20048
8,7,0,44.923,124.274,60.01,20049
5,1,3,23.093,67.157,182.704,20050
5,6,6,35.699,221.321,56.257,20051
0,2,5,257.026,344.784,62.653,20052
6,4,3,236.455,240.214,295.587,20053
7,8,7,311.529,186.018,185.069,20054
4,2,2,136.23,217.783,112.139,20055
1,3,8,225.068,232.509,73.814,20056
8,1,3,272.701,219.934,259.668,20057
0,3,5,96.836,325.552,305.118,20058
1,0,2,34.393,93.75,275.234,20059
7,0,5,186.023,144.281,150.943,20060
8,8,7,242.847,63.527,74.84,20061
8,8,4,239.366,349.328,173.372,20062
7,2,6,203.976,339.493,110.549,20063
5,0,2,291.143,335.812,114.162,20064
1,1,0,233.564,39.279,295.143,20065
5,5,7,256.409,51.783,196.809,20066
6,7,8,207.301,214.059,69.227,20067
3,1,0,122.418,29.519,337.475,20068
8,6,7,207.844,17.881,220.898,20069
8,1,7,1.821,194.766,200.212,20070
7,2,3,326.412,28.657,296.631,20071
4,5,8,94.046,70.538,76.012,20072
0,1,3,301.754,282.799,150.441,20073
1,6,0,131.639,308.971,184.52,20074
7,5,3,100.116,14.019,137.25,20075
5,5,5,194.644,324.775,103.203,20076
6,4,8,347.444,346.212,31.725,20077
1,0,8,255.481,84.995,126.697,20078
7,2,2,27.248,54.106,35.193,20079
4,3,2,349.33,63.607,163.168,20080
0,2,5,221.76,45.747,348.869,20081
2,8,1,175.09,137.995,82.915,20082
4,1,5,113.349,138.621,232.672,20083
8,4,0,71.344,194.938,123.283,20084
0,7,2,316.657,187.691,343.605,20085
6,7,4,263.741,330.03,67.428,20086
5,0,1,43.507,344.047,331.833,20087
4,0,2,146.952,8.471,32.884,20088
0,7,3,106.244,341.224,233.967,20089
4,5,7,280.52,90.021,299.866,20090
8,3,3,246.933,253.619,6.283,20091
2,5,0,179.737,36.106,170.362,20092
5,7,6,217.739,266.856,275.515,20093
3,4,5,245.853,287.097,358.171,20094
0,6,3,206.816,91.381,350.448,20095
4,4,7,322.832,276.635,132.137,20096
1,8,4,345.438,304.893,237.393,20097
6,4,0,197.921,76.877,146.793,20098
5,8,2,162.509,231.815,331.965,20099
