0.39,0.18,-0.38,118.376,326.874,336.549,237500
-0.01,-0.02,0.28,358.201,86.315,347.202,237501
-0.22,-0.37,-0.34,40.558,46.239,111.196,237502
0.45,0.07,0.29,14.677,116.632,129.748,237503
0.02,-0.34,0.05,188.265,340.7,254.94,237504
0.24,0.15,-0.08,140.605,94.235,352.383,237505
0.35,0.02,0.28,53.316,353.914,143.167,237506
0.16,-0.14,0.34,157.836,309.216,203.487,237507
-0.1,0.18,0.39,187.387,52.76,251.807,237508
0.46,-0.37,-0.21,102.231,338.373,324.777,237509
0.18,-0.22,0.32,327.184,161.451,160.384,237510
0.09,0.08,0.17,135.396,200.446,232.817,237511
-0.01,-0.02,0.05,171.609,113.605,234.177,237512
0.2,-0.27,-0.04,17.357,190.029,317.185,237513
0.32,0.38,-0.37,204.715,31.613,68.849,237514
0.2,-0.3,0.17,306.705,94.477,135.644,237515
-0.03,0.3,-0.13,266.963,193.689,342.745,237516
0.4,-0.5,0.47,27.398,346.208,5.286,237517
0.3,-0.05,0.45,281.055,183.02,264.317,237518
-0.02,-0.04,0.02,115.672,217.932,128.508,237519
0.45,0.02,0.32,283.645,0.622,140.813,237520
-0.03,-0.41,-0.39,57.154,10.632,272.616,237521
-0.02,0.18,0.08,266.294,347.705,298.24,237522
0.11,0.34,0.41,197.528,256.66,201.573,237523
0.08,0.18,0.24,236.524,15.886,134.878,237524
0.33,0.01,-0.06,168.987,234.048,261.946,237525
-0.47,0.2,-0.41,289.352,124.272,354.275,237526
0.09,-0.34,-0.44,247.403,287.452,122.949,237527
-0.48,-0.5,-0.22,345.945,206.592,174.162,237528
-0.3,0.44,0.35,107.809,230.756,357.276,237529
0.09,-0.06,0.06,302.831,95.97,325.554,237530
0.41,0.35,-0.41,109.638,108.586,170.388,237531
0.45,-0.3,-0.05,102.508,198.387,351.72,237532
-0.08,-0.06,0.02,51.679,296.307,85.041,237533
0.18,-0.17,0.22,160.773,200.874,354.181,237534
-0.13,0.16,-0.41,47.224,248.73,195.145,237535
-0.08,0.24,-0.24,17.772,263.791,351.41,237536
0.46,-0.21,-0.47,340.827,130.446,127.631,237537
-0.14,-0.34,-0.37,112.693,73.623,211.816,237538
-0.38,-0.03,0.49,340.348,51.739,68.291,237539
-0.35,0.08,0.3,295.382,265.188,252.216,237540
-0.32,-0.1,0.46,64.06,276.655,224.004,237541
-0.45,-0.36,0.45,120.49,277.145,26.669,237542
0.27,0.33,-0.24,127.401,191.889,262.394,237543
-0.35,0.46,-0.49,113.49,69.325,139.004,237544
-0.49,-0.17,0.29,176.868,228.753,134.716,237545
0.1,0.33,-0.27,292.836,348.944,343.406,237546
0.21,0.26,-0.02,208.043,304.182,208.317,237547
-0.03,-0.42,0.26,357.381,175.272,290.723,237548
0.13,-0.28,0.46,319.486,278.6,48.823,237549
-0.4,-0.33,-0.41,347.371,344.006,352.416,237550
-0.38,-0.11,-0.22,25.1,219.321,124.157,237551
-0.18,-0.43,-0.14,134.138,95.178,71.472,237552
0.38,0.0,-0.29,63.285,291.136,342.439,237553
0.34,-0.14,-0.18,320.851,45.191,282.491,237554
-0.02,-0.37,-0.37,20.561,259.366,54.416,237555
0.02,-0.47,-0.46,22.982,246.551,193.37,237556
0.22,0.05,0.1,287.609,143.496,106.081,237557
-0.05,0.08,-0.46,104.688,110.132,186.079,237558
-0.41,-0.34,-0.39,17.443,354.905,250.64,237559
0.39,-0.23,0.25,339.097,191.134,171.605,237560
-0.09,-0.27,0.34,21.732,229.307,140.543,237561
0.17,-0.02,0.31,164.79,208.834,154.772,237562
